setare_viteza_operare,setare_sarcina_utila,senz_temperatura_articulatie_3,senz_vibratii_efector_final,senz_curent_consumat_motor_1,ore_functionare_de_la_revizie,reteta_productie_activa,prob_cerere_piesa_mecanica_24h,prob_cerere_piesa_electrica_24h,estimare_calitate_produs_finit,estimare_timp_ciclu_secunde
87.28,9.93,52.02,1.1373,11.63,396.7,1,0.05,0.02,87.9,12.76
58.78,0.99,49.71,0.7941,3.03,393.0,2,0.05,0.02,89.78,12.89
66.13,6.83,49.59,0.9262,8.2,395.0,1,0.05,0.02,87.45,12.96
98.53,7.55,51.24,1.2045,9.07,399.5,1,0.05,0.02,81.13,12.94
84.6,4.16,51.88,1.1385,5.91,399.2,1,0.05,0.02,85.41,12.92
54.22,8.46,48.21,0.9562,9.82,397.2,0,0.05,0.02,86.33,12.87
98.81,7.55,53.32,1.1848,8.96,400.0,0,0.05,0.02,83.82,12.93
97.51,3.56,50.53,1.1744,5.34,401.9,0,0.05,0.02,84.42,12.99
54.26,2.13,45.88,1.0728,4.49,403.1,2,0.05,0.02,89.83,12.75
91.32,3.35,51.96,1.1101,5.25,404.3,0,0.05,0.02,86.52,12.75
66.61,3.51,51.02,1.1569,5.48,402.2,0,0.05,0.02,87.4,12.85
83.01,3.56,52.64,1.1556,5.34,406.5,1,0.05,0.02,86.89,12.88
83.39,5.95,48.02,0.9896,7.77,404.9,0,0.05,0.02,89.47,12.87
71.12,4.92,49.27,1.0788,6.91,407.6,2,0.05,0.02,87.88,12.88
80.4,6.64,51.47,1.0977,8.42,408.3,0,0.05,0.02,85.46,12.6
89.1,2.88,49.45,1.224,4.8,409.8,1,0.05,0.02,85.99,12.79
66.4,1.36,49.87,1.0574,3.14,410.6,2,0.05,0.02,90.54,12.93
97.02,8.28,52.35,1.3581,9.42,412.0,2,0.05,0.02,82.47,12.83
90.2,3.97,53.71,1.2758,5.87,413.0,1,0.05,0.02,84.35,12.91
86.68,8.82,53.22,1.1523,10.26,412.5,1,0.05,0.02,89.2,12.9
81.24,4.32,50.42,1.0817,6.14,413.2,2,0.05,0.02,87.07,12.73
81.02,8.35,50.49,1.0175,9.58,413.1,1,0.05,0.02,88.68,12.74
55.77,9.86,48.44,1.0688,11.34,416.2,0,0.05,0.02,84.53,12.74
56.54,4.32,46.25,0.908,6.38,418.8,1,0.05,0.02,90.26,12.82
99.99,5.37,52.59,1.2527,6.93,416.0,0,0.05,0.02,83.53,12.88
79.93,2.9,50.9,1.1321,5.02,420.7,1,0.05,0.02,88.3,13.02
67.33,4.28,50.82,0.971,5.82,420.8,0,0.05,0.02,89.63,13.1
98.07,9.72,47.84,1.3002,10.87,419.5,2,0.05,0.02,88.98,12.76
59.93,1.21,49.07,1.0335,3.68,420.8,0,0.05,0.02,87.0,12.93
88.87,0.91,51.38,1.2331,3.15,425.6,2,0.05,0.02,85.01,12.92
96.97,4.23,53.54,1.2923,6.21,422.2,0,0.05,0.02,82.7,12.93
80.78,5.86,52.71,1.1332,7.46,425.4,1,0.05,0.02,91.64,12.94
73.08,4.29,51.27,0.9525,5.95,426.0,1,0.05,0.02,92.31,12.87
53.32,1.21,48.44,0.8135,3.64,426.2,0,0.05,0.02,90.7,12.9
76.05,2.12,50.41,1.1134,4.37,429.8,1,0.05,0.02,84.8,13.08
86.45,1.38,51.72,1.1822,3.46,429.9,1,0.05,0.02,83.92,12.9
63.94,4.21,50.93,1.0723,5.97,429.0,2,0.05,0.02,91.41,12.97
58.68,5.28,51.69,1.04,7.18,429.8,2,0.05,0.02,90.45,12.91
96.25,1.27,52.15,1.1847,3.13,433.7,0,0.05,0.02,83.7,13.11
91.03,8.53,56.27,1.1273,9.56,435.7,0,0.05,0.02,88.65,12.88
76.32,1.03,52.47,1.1154,2.82,434.6,0,0.05,0.02,84.87,12.91
99.69,2.12,54.06,1.0868,4.2,435.6,2,0.05,0.02,85.76,13.03
93.07,1.85,51.58,1.157,4.14,435.9,2,0.05,0.02,85.84,12.96
54.95,7.02,48.2,0.9604,8.52,437.7,2,0.05,0.02,85.98,12.85
70.07,3.92,50.14,1.1082,5.6,438.3,0,0.05,0.02,86.23,12.94
66.33,0.58,49.94,0.8971,3.09,438.2,2,0.05,0.02,89.98,13.09
72.86,2.81,51.11,1.0394,4.73,439.9,1,0.05,0.02,87.44,12.83
97.6,3.26,53.2,1.1526,5.62,440.5,0,0.05,0.02,84.09,12.78
57.2,4.83,48.78,0.9881,6.56,440.7,0,0.05,0.02,89.6,12.92
55.03,3.4,47.87,0.9226,5.02,445.7,1,0.05,0.02,84.85,12.63
83.36,2.97,51.84,1.0873,4.87,443.7,0,0.05,0.02,87.86,12.68
70.01,1.05,51.72,1.0617,2.91,446.9,2,0.05,0.02,87.29,12.93
75.02,5.97,50.74,1.1204,7.76,446.6,0,0.05,0.02,86.59,13.02
55.87,7.64,47.89,0.9324,9.13,448.8,1,0.05,0.02,89.05,12.95
54.92,9.9,48.42,0.8546,11.28,449.4,0,0.05,0.02,87.22,12.97
52.99,8.66,48.03,0.8448,10.0,449.7,0,0.05,0.02,91.97,12.98
92.29,5.84,53.46,1.0302,7.33,448.2,0,0.05,0.02,87.13,13.02
87.81,7.46,52.57,1.1507,8.67,449.7,0,0.05,0.02,87.96,12.86
88.07,6.14,51.62,1.0969,7.96,453.1,0,0.05,0.02,85.35,12.86
95.49,0.87,54.85,1.1338,3.27,452.3,0,0.05,0.02,88.37,12.95
66.28,4.68,51.27,0.961,6.28,452.2,2,0.05,0.02,85.56,13.0
53.06,7.44,49.83,0.9425,9.15,456.5,0,0.05,0.02,89.12,12.9
94.53,3.72,52.26,1.2353,5.88,455.6,0,0.05,0.02,82.49,12.87
98.05,9.45,53.62,1.0055,11.04,456.0,1,0.05,0.02,91.75,12.86
50.4,3.52,47.3,0.8204,5.51,460.3,2,0.05,0.02,90.39,12.91
91.14,5.95,52.48,1.1533,7.59,457.1,2,0.05,0.02,85.73,12.98
68.49,9.18,48.06,1.098,10.38,462.9,1,0.05,0.02,86.01,12.81
97.73,6.28,53.22,1.2825,7.97,464.0,1,0.05,0.02,84.67,12.81
79.9,9.16,53.86,1.3042,10.39,460.9,2,0.05,0.02,84.81,12.76
65.95,0.75,54.28,0.9104,2.6,462.7,1,0.05,0.02,85.76,13.0
92.45,1.88,51.99,1.102,3.83,465.4,1,0.05,0.02,90.13,12.83
53.81,6.78,46.61,0.8499,8.02,467.2,2,0.05,0.02,89.76,12.77
80.34,2.25,51.72,1.2387,4.06,468.3,0,0.05,0.02,82.99,12.75
96.05,9.14,54.19,1.1442,10.15,465.2,0,0.05,0.02,89.37,13.0
89.43,8.1,54.03,1.2735,9.57,466.7,0,0.05,0.02,85.33,12.88
85.45,7.01,51.89,1.042,8.44,470.0,0,0.05,0.02,88.11,13.06
66.04,3.74,49.25,1.0451,5.36,469.0,0,0.05,0.02,87.62,12.98
79.49,2.99,52.32,1.0614,5.0,471.7,2,0.05,0.02,86.5,12.88
58.3,1.22,45.43,1.0461,3.25,474.4,0,0.05,0.02,85.93,13.09
69.78,5.57,50.92,0.9433,7.1,471.4,1,0.05,0.02,87.91,12.99
83.21,6.37,52.16,1.0414,7.71,474.2,1,0.05,0.02,84.64,12.85
92.58,5.1,52.44,1.053,6.74,474.1,2,0.05,0.02,86.65,12.85
78.99,1.54,52.99,1.1309,3.46,477.8,2,0.05,0.02,85.96,13.04
87.45,6.5,50.86,1.1711,8.48,476.0,0,0.05,0.02,84.93,12.97
58.59,8.94,48.51,0.8333,10.36,481.0,0,0.05,0.02,88.85,13.03
95.18,6.35,55.91,1.2708,7.95,481.0,0,0.05,0.02,85.2,12.95
56.11,5.14,50.88,1.1666,6.58,482.2,0,0.05,0.02,83.16,12.81
71.69,6.94,51.26,0.9308,8.88,480.4,1,0.05,0.02,88.93,12.78
53.2,0.99,46.59,1.0943,3.22,482.1,1,0.05,0.02,82.95,13.07
97.88,8.49,51.6,1.18,10.02,481.5,2,0.05,0.02,82.81,13.05
79.79,5.12,49.83,1.0198,6.91,486.4,0,0.05,0.02,89.29,12.72
53.5,8.65,48.35,0.8542,9.83,484.8,1,0.05,0.02,90.47,12.69
96.5,2.52,53.02,1.2522,4.84,484.8,0,0.05,0.02,87.99,13.23
84.19,9.47,50.89,1.2203,10.67,485.5,1,0.05,0.02,84.73,13.05
89.25,9.9,51.25,1.141,11.22,490.8,1,0.05,0.02,83.99,12.99
74.57,6.06,53.59,1.0473,7.47,488.1,0,0.05,0.02,86.69,12.85
84.33,9.81,48.69,1.0792,10.73,488.8,1,0.05,0.02,83.97,12.92
78.14,1.29,55.23,1.2682,3.35,489.9,2,0.05,0.02,83.89,13.08
75.43,1.52,52.23,1.1504,3.9,492.6,2,0.05,0.02,86.96,13.1
78.08,6.47,50.66,1.2374,8.43,492.1,0,0.05,0.02,87.71,12.87
82.26,3.47,52.07,1.2688,5.4,492.3,0,0.05,0.02,83.19,12.88
54.6,1.48,50.11,1.1311,3.75,497.1,2,0.05,0.02,85.05,12.85
75.81,1.52,54.79,1.3288,3.69,494.3,2,0.05,0.02,83.33,13.15
85.58,3.58,51.35,1.3624,5.2,499.2,1,0.05,0.02,82.11,13.05
72.41,2.85,49.64,1.215,4.75,498.7,2,0.05,0.02,83.29,12.81
97.52,9.24,54.46,1.1119,10.49,501.0,1,0.05,0.02,85.57,13.06
96.77,3.13,53.87,1.2859,5.27,500.6,0,0.05,0.02,85.05,12.87
61.09,8.07,51.49,1.1263,9.09,503.6,1,0.05,0.02,86.13,12.93
67.8,3.33,48.31,0.8402,5.29,500.9,2,0.05,0.02,88.85,12.86
99.82,9.29,54.22,1.2405,10.4,504.0,1,0.05,0.02,82.42,13.11
73.86,2.42,51.57,0.981,4.46,504.5,0,0.05,0.02,91.8,12.97
79.69,4.49,54.23,1.1917,6.75,505.1,2,0.05,0.02,84.39,13.08
61.55,2.09,49.7,1.2067,4.02,506.4,1,0.05,0.02,83.6,12.95
64.37,6.8,50.76,0.8459,8.84,509.0,2,0.05,0.02,89.43,12.85
74.28,9.15,49.93,1.0399,10.79,510.1,2,0.05,0.02,89.09,13.08
58.99,0.84,49.48,1.0503,3.36,508.5,2,0.05,0.02,91.74,12.88
55.87,6.44,49.02,1.0467,8.25,508.9,2,0.05,0.02,86.57,12.95
89.05,9.64,52.05,1.2222,11.38,509.4,2,0.05,0.02,86.49,12.81
67.73,7.28,48.96,1.0913,8.89,512.1,1,0.05,0.02,85.78,13.06
88.44,6.74,51.61,1.1143,8.62,511.6,2,0.05,0.02,86.56,13.11
62.99,3.26,51.73,0.9949,5.21,515.5,2,0.05,0.02,88.3,12.96
69.23,6.95,48.25,1.1351,8.63,514.6,0,0.05,0.02,84.4,13.07
96.31,5.85,55.47,1.0654,7.26,515.5,2,0.05,0.02,85.97,12.91
76.2,7.95,52.54,0.8997,9.43,517.2,1,0.05,0.02,89.11,13.0
87.89,2.06,52.79,1.0887,4.34,519.4,0,0.05,0.02,89.75,12.9
90.92,7.37,54.4,0.9887,9.05,521.7,1,0.05,0.02,87.96,13.12
58.94,2.62,51.58,0.9738,4.58,518.9,0,0.05,0.02,91.67,13.01
64.02,6.34,50.22,0.9199,8.27,519.6,1,0.05,0.02,91.41,12.84
87.64,1.45,52.4,1.2808,3.38,522.6,1,0.05,0.02,83.4,12.96
66.01,9.7,46.81,1.0708,11.0,521.7,0,0.05,0.02,87.25,13.03
90.65,4.83,53.07,1.2127,6.79,524.5,1,0.05,0.02,85.58,13.03
75.25,1.56,49.11,1.1008,3.91,524.6,2,0.05,0.02,86.2,12.93
65.85,4.85,51.7,1.0522,6.4,528.8,0,0.05,0.02,85.7,12.96
80.64,6.43,50.84,0.9597,7.86,525.2,2,0.05,0.02,89.86,12.92
62.67,4.3,51.95,1.2241,5.67,530.0,0,0.05,0.02,87.1,13.28
85.52,8.79,51.97,1.1979,10.22,528.9,0,0.05,0.02,86.31,13.03
55.75,2.83,47.32,1.0128,4.94,531.9,2,0.05,0.02,87.88,12.96
80.81,6.67,51.3,1.2432,8.53,529.9,0,0.05,0.02,84.28,13.02
89.52,0.64,54.78,1.206,3.26,532.7,2,0.05,0.02,84.63,13.04
90.04,6.75,51.73,1.0991,8.65,532.0,0,0.05,0.02,87.97,13.02
67.41,4.59,48.93,1.0793,6.44,534.3,2,0.05,0.02,86.71,13.03
55.87,9.08,48.92,1.0596,10.8,536.3,1,0.05,0.02,87.68,13.01
77.97,5.7,53.39,1.1389,7.28,535.6,0,0.05,0.02,84.78,12.87
61.46,0.73,52.8,1.2055,3.23,536.4,2,0.05,0.02,84.22,12.92
97.97,6.35,53.71,1.2862,8.11,540.9,0,0.05,0.02,85.0,13.02
87.66,1.08,51.02,1.3893,3.22,541.8,2,0.05,0.02,82.99,13.01
65.52,7.35,50.11,1.1946,8.94,538.7,2,0.05,0.02,87.94,13.07
74.26,2.68,54.94,1.2912,4.46,543.2,2,0.05,0.02,86.72,13.05
52.4,1.41,51.51,1.0803,3.64,542.3,0,0.05,0.02,86.92,12.97
84.47,8.58,52.83,1.2869,10.01,545.3,0,0.05,0.02,84.56,13.01
59.91,8.17,48.88,1.1604,9.45,543.8,0,0.05,0.02,89.44,12.93
59.45,8.31,49.58,1.029,9.85,547.1,1,0.05,0.02,89.68,13.14
73.89,2.85,52.44,1.1197,4.94,546.9,0,0.05,0.02,86.98,13.13
79.97,7.62,53.5,1.1842,9.29,548.3,0,0.05,0.02,83.79,12.82
79.17,1.93,52.28,1.2324,3.81,548.5,2,0.05,0.02,85.12,12.97
67.09,4.0,54.29,1.1885,5.71,550.6,1,0.05,0.02,88.07,12.93
55.97,9.75,48.89,1.0596,11.44,552.7,2,0.05,0.02,87.94,12.93
59.19,5.97,46.25,1.141,7.8,552.2,1,0.05,0.02,85.1,13.1
95.15,0.95,54.02,1.3607,3.28,552.7,1,0.05,0.02,82.27,13.12
78.2,8.49,53.28,1.128,9.69,554.5,2,0.05,0.02,89.42,12.94
56.1,1.02,47.66,1.0361,3.38,555.3,0,0.05,0.02,82.85,13.1
86.59,8.39,51.42,1.2946,9.64,556.1,1,0.05,0.02,83.83,13.07
86.58,6.48,52.77,1.2656,7.98,556.7,1,0.05,0.02,82.38,12.95
52.85,3.31,48.86,0.9666,5.45,559.3,1,0.05,0.02,87.8,13.01
74.87,0.9,51.47,1.1892,3.4,561.0,0,0.05,0.02,85.73,12.99
57.97,9.5,50.54,0.9861,10.95,557.8,0,0.05,0.02,85.7,13.0
80.03,7.36,52.66,1.2041,9.11,559.9,0,0.05,0.02,84.96,12.99
56.75,4.66,51.64,1.0214,6.47,560.6,2,0.05,0.02,85.23,13.04
61.74,2.83,48.67,1.0344,4.93,562.1,2,0.05,0.02,91.26,13.06
62.64,4.79,51.99,1.0265,6.61,563.2,0,0.05,0.02,86.05,13.11
97.2,6.7,53.77,1.2261,8.0,563.9,2,0.05,0.02,84.89,12.95
94.65,1.68,54.44,1.2613,3.86,563.4,2,0.05,0.02,85.08,13.23
79.52,3.42,54.67,1.1057,5.25,564.5,2,0.05,0.02,85.24,13.08
81.37,2.11,52.25,1.2249,4.24,567.5,1,0.05,0.02,85.08,12.9
92.65,7.45,53.36,1.3911,8.83,568.9,0,0.05,0.02,84.31,13.07
52.19,5.31,50.48,1.0966,7.0,567.8,2,0.05,0.02,88.31,13.03
77.18,3.95,54.94,1.2725,6.18,570.9,1,0.05,0.02,81.69,12.96
84.56,1.26,53.86,1.2558,3.41,571.5,1,0.05,0.02,83.88,13.28
76.96,9.89,52.13,1.2082,11.26,574.2,1,0.05,0.02,87.23,13.12
70.01,2.08,52.9,1.0063,4.12,574.3,0,0.05,0.02,85.98,13.03
87.25,2.2,53.65,1.1196,4.54,576.0,0,0.05,0.02,84.08,12.87
80.62,7.59,51.82,1.1303,9.1,577.5,1,0.05,0.02,82.47,13.0
90.67,8.23,53.16,1.1345,9.58,577.6,1,0.05,0.02,87.66,13.23
85.18,2.64,56.15,1.2296,4.83,578.5,1,0.05,0.02,83.11,13.08
55.74,4.62,51.85,0.9944,6.35,580.9,0,0.05,0.02,90.31,13.09
64.27,2.85,51.41,1.125,4.89,581.2,1,0.05,0.02,85.37,12.99
70.0,2.45,51.97,1.0994,4.26,581.1,2,0.05,0.02,86.91,13.13
70.62,9.66,52.27,1.2618,11.11,581.6,0,0.05,0.02,82.65,13.09
57.89,5.02,48.47,1.1563,6.92,580.4,1,0.05,0.02,83.83,12.98
57.65,3.56,50.49,1.155,5.94,581.5,2,0.05,0.02,87.21,13.16
59.29,9.72,50.59,1.088,11.32,585.6,2,0.05,0.02,84.81,13.17
53.93,3.44,48.19,0.9566,5.26,584.9,1,0.05,0.02,88.16,13.02
58.55,6.35,51.52,0.9808,7.83,586.5,0,0.05,0.02,89.03,12.91
74.03,8.5,53.25,1.2532,10.29,586.0,0,0.05,0.02,85.36,13.11
89.07,1.27,55.06,1.2127,3.37,589.9,0,0.05,0.02,86.12,13.2
88.1,3.61,52.65,1.301,5.68,591.8,1,0.05,0.02,84.1,13.21
89.24,1.13,51.58,1.3292,3.44,589.1,2,0.05,0.02,82.14,13.09
82.36,7.14,50.11,1.2094,8.93,591.8,1,0.05,0.02,86.38,13.08
50.22,3.82,48.81,1.0794,5.89,592.9,2,0.05,0.02,85.8,12.88
68.14,7.55,55.08,1.118,8.99,592.4,0,0.05,0.02,88.87,13.05
83.98,2.64,53.59,1.1617,4.79,594.8,2,0.05,0.02,86.5,13.12
68.86,5.18,46.99,1.0955,7.35,594.2,1,0.05,0.02,87.46,13.04
94.94,2.63,53.6,1.3899,4.91,597.0,1,0.05,0.02,83.21,12.97
91.8,1.07,52.93,1.484,2.99,598.9,2,0.05,0.02,81.47,12.94
81.63,9.32,51.64,1.2002,10.46,599.1,2,0.05,0.02,91.48,13.02
97.08,7.49,55.53,1.2332,8.86,600.5,1,0.05,0.02,83.6,13.16
72.51,2.92,52.02,1.1712,5.08,600.8,1,0.05,0.02,83.61,13.15
94.23,3.06,54.36,1.1784,5.04,603.1,1,0.05,0.02,86.4,13.08
52.21,4.61,48.28,1.0937,6.45,603.9,2,0.05,0.02,86.29,12.96
82.17,4.73,53.45,1.0727,6.68,602.9,1,0.05,0.02,89.08,13.17
96.63,9.88,53.52,1.0755,11.49,603.8,0,0.05,0.02,89.54,13.03
61.62,6.55,50.58,1.1763,8.08,604.5,1,0.05,0.02,85.74,13.09
85.7,0.93,55.53,1.15,2.57,607.4,0,0.05,0.02,83.32,13.21
68.4,5.1,53.07,1.124,7.02,605.2,2,0.05,0.02,87.11,13.11
55.56,10.0,50.08,1.0424,11.29,607.0,1,0.05,0.02,85.58,12.96
69.95,5.88,49.21,1.0314,7.58,607.3,1,0.05,0.02,88.96,13.09
69.89,4.06,53.21,1.2262,6.16,611.2,0,0.05,0.02,87.35,13.13
86.44,9.78,54.26,1.2091,10.99,611.7,2,0.05,0.02,83.46,13.14
56.31,7.37,51.35,0.9078,8.65,613.3,0,0.05,0.02,91.51,13.28
94.44,5.99,53.89,1.2098,7.81,614.5,0,0.05,0.02,84.44,13.24
56.96,0.71,47.1,1.1712,3.02,614.3,1,0.05,0.02,86.85,13.05
65.33,4.97,53.86,1.3083,6.52,616.8,1,0.05,0.02,82.18,13.14
63.39,4.1,50.2,1.0902,6.14,614.9,2,0.05,0.02,85.73,12.86
57.4,5.55,49.04,1.0968,7.26,617.2,1,0.05,0.02,84.71,13.19
76.2,6.58,52.47,1.1279,8.37,619.4,0,0.05,0.02,85.49,13.1
70.29,9.54,50.71,1.1032,10.94,617.2,1,0.05,0.02,87.9,13.05
65.13,4.55,50.38,1.0927,6.82,622.2,1,0.05,0.02,85.04,13.04
84.75,2.29,54.83,1.1339,4.48,621.5,1,0.05,0.02,84.96,13.17
84.07,7.03,53.64,1.0641,9.15,621.7,0,0.05,0.02,89.37,13.0
55.73,5.25,49.94,1.0488,7.22,624.9,2,0.05,0.02,84.86,13.03
74.12,3.63,52.38,1.218,5.79,623.1,1,0.05,0.02,84.98,13.08
60.38,3.34,50.82,1.1937,5.36,624.6,2,0.05,0.02,82.8,12.97
63.17,1.12,52.51,1.1381,3.22,625.1,0,0.05,0.02,88.39,12.9
94.36,0.83,54.16,1.296,3.3,629.1,2,0.05,0.02,81.13,13.23
89.93,1.96,51.97,1.2678,4.29,627.2,0,0.05,0.02,80.39,13.14
55.3,1.28,51.76,1.0961,3.86,629.2,1,0.05,0.02,88.09,13.14
97.51,0.74,55.48,1.3648,3.02,628.1,2,0.05,0.02,83.34,13.09
89.37,6.84,53.48,1.2329,8.55,631.9,1,0.05,0.02,87.55,13.12
98.23,6.25,55.44,1.2742,7.98,634.9,2,0.05,0.02,86.52,13.16
66.17,3.42,48.93,1.1749,5.79,631.4,2,0.05,0.02,84.97,13.02
55.45,6.04,49.33,1.179,7.83,636.3,0,0.05,0.02,90.27,13.19
86.92,4.27,53.99,0.9948,6.1,635.6,2,0.05,0.02,89.57,13.2
65.58,1.49,48.97,1.2335,3.61,634.7,1,0.05,0.02,87.18,12.93
50.95,4.02,47.17,1.0071,5.87,637.0,1,0.05,0.02,86.15,13.18
59.21,5.9,49.86,0.931,7.84,637.3,0,0.05,0.02,89.19,13.06
93.12,1.22,52.64,1.4615,3.39,638.6,0,0.05,0.02,83.17,13.19
87.8,9.55,53.78,1.2333,10.79,642.7,1,0.05,0.02,84.23,12.97
56.93,3.17,50.21,1.1108,5.09,641.5,1,0.05,0.02,86.22,13.27
57.53,3.81,51.74,1.1332,5.81,642.3,0,0.05,0.02,87.31,13.27
89.56,4.4,55.83,1.3726,6.17,641.1,1,0.05,0.02,82.53,13.03
99.4,1.65,56.76,1.3245,4.37,644.1,1,0.05,0.02,83.75,13.08
59.17,3.28,51.22,1.082,5.64,645.8,1,0.05,0.02,86.98,13.06
72.34,8.23,54.01,1.031,10.02,648.4,1,0.05,0.02,87.65,13.03
64.66,4.52,53.41,1.1379,6.34,646.0,0,0.05,0.02,87.88,13.19
61.2,6.37,49.43,1.2401,8.15,646.3,2,0.05,0.02,84.89,13.05
93.74,1.22,55.81,1.1974,3.34,649.9,0,0.05,0.02,82.87,13.11
58.45,3.56,52.63,1.2203,5.58,648.6,2,0.05,0.02,83.73,13.17
79.16,4.34,52.73,1.2305,6.2,651.3,2,0.05,0.02,85.45,13.1
66.77,2.43,54.4,1.0828,4.45,654.9,2,0.05,0.02,85.49,12.94
72.19,8.16,52.18,1.1112,9.81,651.6,2,0.05,0.02,85.84,13.08
92.67,8.6,56.87,1.341,10.06,655.0,0,0.05,0.02,85.08,13.11
62.61,4.39,50.41,1.2093,6.26,656.4,1,0.05,0.02,84.57,13.34
51.74,9.03,53.79,1.0765,10.42,654.1,2,0.05,0.02,88.25,13.27
89.5,8.69,54.13,1.2199,10.14,656.9,2,0.05,0.02,86.68,13.1
97.45,7.14,56.08,1.1687,8.83,657.3,1,0.05,0.02,83.67,13.04
94.71,8.42,55.47,1.2322,10.02,657.4,2,0.05,0.02,84.31,13.04
84.78,1.49,52.15,1.3121,4.33,662.4,2,0.05,0.02,85.11,13.01
92.84,8.98,54.98,1.3681,10.36,661.0,1,0.05,0.02,84.86,13.19
66.03,8.43,50.59,1.1108,9.84,661.5,1,0.05,0.02,86.02,13.19
64.52,2.26,48.34,1.106,4.24,664.9,1,0.05,0.02,86.7,13.09
99.19,6.22,55.82,1.2033,8.12,662.2,1,0.05,0.02,86.89,13.21
75.23,4.57,58.01,1.2223,6.9,666.1,0,0.05,0.02,83.89,13.18
61.43,5.62,50.89,1.1252,7.56,667.7,1,0.05,0.02,89.09,13.1
62.12,2.26,52.94,1.1235,4.36,665.1,0,0.05,0.02,84.78,13.14
85.61,1.33,52.87,1.3398,3.82,669.2,1,0.05,0.02,85.65,13.18
71.83,8.22,52.54,1.0697,9.77,669.6,0,0.05,0.02,88.32,13.13
68.35,4.08,53.58,1.1596,6.41,668.1,0,0.05,0.02,86.55,13.25
50.85,2.16,51.78,1.1765,4.46,672.2,2,0.05,0.02,82.79,13.04
55.38,7.87,51.86,1.1207,9.5,671.4,1,0.05,0.02,87.86,12.91
55.18,5.29,50.79,1.0648,6.86,672.5,2,0.05,0.02,90.97,13.03
66.91,3.58,50.4,1.2608,5.77,676.0,0,0.05,0.02,83.12,13.25
60.98,2.85,52.28,1.0786,4.93,677.6,0,0.05,0.02,88.08,13.15
78.12,6.5,51.74,1.2157,8.64,677.4,1,0.05,0.02,84.12,13.15
55.63,2.15,49.53,1.11,4.58,678.3,1,0.05,0.02,88.76,13.25
88.23,5.01,54.68,1.1734,6.75,677.5,2,0.05,0.02,85.05,13.3
94.02,5.03,56.29,1.3045,7.0,679.4,1,0.05,0.02,82.23,13.18
75.39,0.97,50.22,1.345,3.33,678.9,1,0.05,0.02,81.14,13.18
58.79,2.7,51.94,1.1585,4.87,682.6,1,0.05,0.02,87.23,13.22
90.25,4.28,52.04,1.1442,6.3,684.7,1,0.05,0.02,87.1,13.15
90.51,0.97,52.35,1.3703,3.21,682.2,0,0.05,0.02,84.9,13.17
86.16,0.86,53.31,1.2872,3.49,683.4,1,0.05,0.02,87.65,13.1
84.05,6.16,55.47,1.3674,7.98,683.8,0,0.05,0.02,85.12,13.29
54.61,3.59,49.43,1.0993,5.25,688.1,1,0.05,0.02,88.94,13.14
69.05,8.77,52.18,1.1375,10.03,689.0,0,0.05,0.02,83.6,13.1
98.52,9.72,52.83,1.4331,11.25,686.1,2,0.05,0.02,83.39,13.11
95.7,5.59,57.2,1.3914,7.34,687.8,1,0.05,0.02,85.79,13.08
91.02,7.26,56.39,1.3279,8.98,688.7,2,0.05,0.02,85.19,13.14
69.48,7.45,55.92,1.3563,8.92,691.6,2,0.05,0.02,85.8,13.16
76.78,8.99,54.42,1.2738,10.34,692.6,2,0.05,0.02,84.0,13.1
77.48,5.08,51.16,1.2733,7.13,692.3,1,0.05,0.02,83.68,13.18
64.6,9.17,53.4,1.337,10.62,696.9,1,0.05,0.02,83.7,13.17
85.33,3.0,54.06,0.8965,4.86,695.1,0,0.05,0.02,89.35,13.17
90.11,9.44,55.88,1.3058,10.86,695.0,1,0.05,0.02,84.13,13.14
88.68,7.09,52.09,1.2002,8.94,697.4,0,0.05,0.02,85.26,13.14
98.18,7.6,54.42,1.2526,9.06,699.2,1,0.05,0.02,86.7,13.13
66.89,1.19,52.62,1.255,3.49,698.4,1,0.05,0.02,84.88,13.15
73.57,6.03,53.25,1.2304,7.83,698.6,0,0.05,0.02,86.3,13.2
95.18,1.97,53.88,1.586,4.18,701.0,1,0.4592,0.02,81.52,12.88
60.38,9.8,50.48,1.0037,11.36,701.5,1,0.05,0.02,87.38,13.02
64.54,8.85,54.15,1.0631,10.3,702.3,1,0.05,0.02,83.41,13.1
94.89,8.23,58.16,1.25,9.92,703.0,1,0.05,0.02,86.66,13.2
77.31,4.33,53.92,1.4137,6.79,703.7,0,0.05,0.02,82.53,13.06
87.17,1.39,55.51,1.1997,3.48,708.6,2,0.05,0.02,86.96,13.25
90.48,2.76,54.32,1.154,4.48,706.6,2,0.05,0.02,84.09,13.26
87.14,9.41,52.95,1.3191,10.81,707.9,1,0.05,0.02,82.17,12.96
95.72,9.73,58.32,1.3251,10.89,709.0,1,0.05,0.02,86.3,13.21
80.42,2.71,54.06,1.0215,4.68,710.9,1,0.05,0.02,87.95,13.22
57.68,9.07,52.0,1.422,10.56,714.0,2,0.05,0.02,82.68,13.21
65.06,3.7,51.07,1.1829,5.89,711.0,2,0.05,0.02,87.2,13.24
54.09,7.29,49.66,1.0564,9.25,715.2,0,0.05,0.02,84.52,13.24
70.91,7.01,53.72,1.1562,8.93,716.3,0,0.05,0.02,89.44,13.15
55.46,3.93,52.52,0.9406,5.98,715.0,0,0.05,0.02,88.75,13.28
